ACVR2A,0.45
ACVR2B,0.41
ACVRL1,0.57
ACY1,0.53
ACY3,0.6
ACYP1,0.47
ACYP2,0.49
ADAD1,0.49
ADAD2,0.48
ADAL,0.45
ADAM10,0.5
ADAM11,0.48
ADAM12,0.42
ADAM15,0.42
ADAM17,0.45
ADAM18,0.52
ADAM19,0.53
ADAM20,0.43
ADAM21P1,0.45
ADAM21,0.43
ADAM22,0.54
ADAM23,0.52
ADAM28,0.49
ADAM29,0.43
ADAM2,0.47
ADAM30,0.49
ADAM32,0.47
ADAM33,0.47
ADAM3A,0.5
ADAM5P,0.5
ADAM6,0.45
ADAM7,0.51
ADAM8,0.44
ADAM9,0.57
ADAMDEC1,0.56
ADAMTS10,0.47
ADAMTS12,0.47
ADAMTS13,0.44
ADAMTS14,0.5
ADAMTS15,0.45
ADAMTS16,0.44
ADAMTS17,0.42
ADAMTS18,0.47
ADAMTS19,0.42
ADAMTS1,0.47
ADAMTS20,0.47
ADAMTS2,0.46
ADAMTS3,0.48
ADAMTS4,0.49
ADAMTS5,0.47
ADAMTS6,0.47
ADAMTS7,0.47
ADAMTS8,0.51
ADAMTS9,0.52
ADAMTSL1,0.48
ADAMTSL2,0.51
ADAMTSL3,0.47
ADAMTSL4,0.47
ADAMTSL5,0.47
ADAP1,0.6
ADAP2,0.49
ADARB1,0.43
ADARB2,0.53
ADAR,0.4
ADA,0.49
ADAT1,0.49
ADAT2,0.51
ADAT3,0.52
ADCK1,0.49
ADCK2,0.48
ADCK4,0.46
ADCK5,0.48
ADC,0.46
ADCY10,0.44
ADCY1,0.44
ADCY2,0.51
ADCY3,0.5
ADCY4,0.45
ADCY5,0.51
ADCY6,0.47
ADCY7,0.47
ADCY8,0.54
ADCY9,0.46
ADCYAP1R1,0.49
ADCYAP1,0.55
ADD1,0.49
ADD2,0.46
ADD3,0.6
ADH1A,0.46
ADH1B,0.45
ADH1C,0.51
ADH4,0.55
ADH5,0.53
ADH6,0.62
ADH7,0.5
ADHFE1,0.44
ADI1,0.52
ADIG,0.53
ADIPOQ,0.39
ADIPOR1,0.4
ADIPOR2,0.47
ADK,0.46
ADM2,0.45
ADM,0.57
ADNP2,0.46
ADNP,0.42
ADORA1,0.46
ADORA2A,0.42
ADORA2B,0.59
ADORA3,0.51
ADO,0.45
ADPGK,0.45
ADPRHL1,0.43
ADPRHL2,0.45
ADPRH,0.47
ADRA1A,0.53
ADRA1B,0.5
ADRA1D,0.53
ADRA2A,0.43
ADRA2B,0.49
ADRA2C,0.46
ADRB1,0.52
ADRB2,0.45
ADRB3,0.5
ADRBK1,0.51
ADRBK2,0.39
ADRM1,0.5
ADSL,0.5
ADSSL1,0.46
ADSS,0.39
AEBP1,0.45
AEBP2,0.45
AEN,0.55
AES,0.46
AFAP1L1,0.5
AFAP1L2,0.48
AFAP1,0.5
AFARP1,0.52
AFF1,0.47
AFF2,0.45
AFF3,0.41
AFF4,0.44
AFG3L1,0.43
AFG3L2,0.5
AFMID,0.43
AFM,0.53
AFP,0.47
AFTPH,0.43
AG2,0.55
AGAP11,0.41
AGAP1,0.51
AGAP2,0.54
AGAP3,0.47
AGAP4,0.39
AGAP5,0.41
AGAP6,0.42
AGAP7,0.42
AGAP8,0.44
AGA,0.43
AGBL1,0.51
AGBL2,0.44
AGBL3,0.49
AGBL4,0.45
AGBL5,0.47
AGER,0.44
AGFG1,0.5
AGFG2,0.59
AGGF1,0.48
AGK,0.46
AGL,0.43
AGMAT,0.6
AGPAT1,0.49
AGPAT2,0.52
AGPAT3,0.49
AGPAT4,0.51
AGPAT5,0.6
AGPAT6,0.43
AGPAT9,0.53
AGPHD1,0.44
AGPS,0.54
AGR2,0.45
AGR3,0.43
AGRN,0.46
AGRP,0.49
AGTPBP1,0.5
AGTR1,0.45
AGTR2,0.48
AGTRAP,0.41
AGT,0.61
AGXT2L1,0.47
AGXT2L2,0.53
AGXT2,0.5
AGXT,0.6
AHCTF1,0.39
AHCYL1,0.48
AHCYL2,0.58
AHCY,0.51
AHDC1,0.43
AHI1,0.43
AHNAK2,0.47
AHNAK,0.43
AHRR,0.47
AHR,0.45
AHSA1,0.46
AHSA2,0.43
AHSG,0.57
AHSP,0.52
AICDA,0.5
AIDA,0.4
AIF1L,0.46
AIF1,0.5
AIFM1,0.49
AIFM2,0.52
AIFM3,0.56
AIG1,0.49
AIM1L,0.51
AIM1,0.51
AIM2,0.49
AIMP1,0.48
AIMP2,0.54
AIPL1,0.51
AIP,0.48
AIRE,0.57
AJAP1,0.51
AK1,0.51
AK2,0.47
AK3L1,0.54
AK3,0.54
AK5,0.44
AK7,0.51
AKAP10,0.48
AKAP11,0.51
AKAP12,0.55
AKAP13,0.46
AKAP14,0.5
AKAP1,0.52
AKAP2,0.51
AKAP3,0.5
AKAP4,0.58
AKAP5,0.46
AKAP6,0.56
AKAP7,0.56
AKAP8L,0.4
AKAP8,0.47
AKAP9,0.42
AKD1,0.46
AKIRIN1,0.49
AKIRIN2,0.52
AKNAD1,0.53
AKNA,0.49
AKR1A1,0.46
AKR1B10,0.53
AKR1B15,0.43
AKR1B1,0.53
AKR1C1,0.48
AKR1C2,0.47
AKR1C3,0.55
AKR1C4,0.6
AKR1CL1,0.51
AKR1D1,0.43
AKR1E2,0.46
AKR7A2,0.46
AKR7A3,0.52
AKR7L,0.52
AKT1S1,0.44
AKT1,0.42
AKT2,0.42
AKT3,0.49
AKTIP,0.46
ALAD,0.47
ALAS1,0.51
ALAS2,0.56
ALB,0.41
ALCAM,0.4
ALDH16A1,0.46
ALDH18A1,0.47
ALDH1A1,0.54
ALDH1A2,0.45
ALDH1A3,0.47
ALDH1B1,0.54
ALDH1L1,0.6
ALDH1L2,0.44
ALDH2,0.58
ALDH3A1,0.56
ALDH3A2,0.5
ALDH3B1,0.55
ALDH3B2,0.34
ALDH4A1,0.52
ALDH5A1,0.52
ALDH6A1,0.5
ALDH7A1,0.47
ALDH8A1,0.48
ALDH9A1,0.44
ALDOA,0.51
ALDOB,0.62
ALDOC,0.6
ALG10B,0.41
ALG10,0.46
ALG11,0.46
ALG12,0.44
ALG13,0.47
ALG14,0.52
ALG1L2,0.51
ALG1L,0.48
ALG1,0.5
ALG2,0.47
ALG3,0.46
ALG5,0.53
ALG6,0.43
ALG8,0.41
ALG9,0.48
ALKBH1,0.43
ALKBH2,0.46
ALKBH3,0.47
ALKBH4,0.47
ALKBH5,0.44
ALKBH6,0.43
ALKBH7,0.53
ALKBH8,0.45
ALK,0.49
ALLC,0.52
ALMS1P,0.42
ALMS1,0.39
ALOX12B,0.53
ALOX12P2,0.4
ALOX12,0.46
ALOX15B,0.43
ALOX15,0.44
ALOX5AP,0.51
ALOX5,0.49
ALOXE3,0.41
ALPI,0.63
ALPK1,0.43
ALPK2,0.53
ALPK3,0.52
ALPL,0.44
ALPPL2,0.58
ALPP,0.54
ALS2CL,0.49
ALS2CR11,0.42
ALS2CR12,0.46
ALS2CR4,0.43
ALS2CR8,0.46
ALS2,0.45
ALX1,0.45
ALX3,0.48
ALX4,0.4
AMAC1L2,0.46
AMAC1L3,0.48
AMAC1,0.48
AMACR,0.56
AMBN,0.52
AMBP,0.47
AMBRA1,0.45
AMD1,0.55
AMDHD1,0.48
AMDHD2,0.45
AMELX,0.6
AMELY,0.51
AMFR,0.46
AMHR2,0.42
AMH,0.49
AMICA1,0.48
AMIGO1,0.51
AMIGO2,0.42
AMIGO3,0.42
AMMECR1L,0.44
AMMECR1,0.46
AMN1,0.42
AMN,0.62
AMOTL1,0.47
AMOTL2,0.45
AMOT,0.52
AMPD1,0.45
AMPD2,0.54
AMPD3,0.5
AMPH,0.46
AMTN,0.44
AMT,0.54
AMY1A,0.39
AMY2A,0.41
AMY2B,0.44
AMZ1,0.43
AMZ2P1,0.44
AMZ2,0.44
ANAPC10,0.47
ANAPC11,0.47
ANAPC13,0.44
ANAPC16,0.43
ANAPC1,0.51
ANAPC2,0.44
ANAPC4,0.42
ANAPC5,0.46
ANAPC7,0.42
ANGEL1,0.49
ANGEL2,0.4
ANGPT1,0.53
ANGPT2,0.51
ANGPT4,0.47
ANGPTL1,0.51
ANGPTL2,0.5
ANGPTL3,0.49
ANGPTL4,0.52
ANGPTL5,0.48
ANGPTL6,0.5
ANGPTL7,0.51
ANG,0.53
ANK1,0.54
ANK2,0.52
ANK3,0.44
ANKAR,0.47
ANKDD1A,0.44
ANKFN1,0.52
ANKFY1,0.49
ANKHD1-EIF4EBP3,0.45
ANKHD1,0.45
ANKH,0.54
ANKIB1,0.48
ANKK1,0.41
ANKLE1,0.46
ANKLE2,0.43
ANKMY1,0.42
ANKMY2,0.54
ANKRA2,0.48
ANKRD10,0.47
ANKRD11,0.49
ANKRD12,0.4
ANKRD13A,0.46
ANKRD13B,0.49
ANKRD13C,0.45
ANKRD13D,0.37
ANKRD16,0.41
ANKRD17,0.46
ANKRD19,0.41
ANKRD1,0.46
ANKRD20A3,0.52
ANKRD20A4,0.51
ANKRD20B,0.47
ANKRD22,0.55
ANKRD23,0.41
ANKRD24,0.48
ANKRD26P1,0.47
ANKRD26,0.39
ANKRD27,0.48
ANKRD28,0.42
ANKRD29,0.47
ANKRD2,0.45
ANKRD30A,0.31
ANKRD30B,0.4
ANKRD31,0.44
ANKRD32,0.44
ANKRD33,0.54
ANKRD34A,0.48
ANKRD34B,0.43
ANKRD34C,0.49
ANKRD35,0.44
ANKRD36BP1,0.47
ANKRD36B,0.43
ANKRD36,0.4
ANKRD37,0.52
ANKRD39,0.46
ANKRD40,0.48
ANKRD42,0.42
ANKRD43,0.55
ANKRD44,0.5
ANKRD45,0.5
ANKRD46,0.48
ANKRD49,0.43
ANKRD50,0.38
ANKRD52,0.49
ANKRD53,0.48
ANKRD54,0.41
ANKRD55,0.47
ANKRD56,0.55
ANKRD57,0.51
ANKRD58,0.55
ANKRD5,0.45
ANKRD6,0.46
ANKRD7,0.5
ANKRD9,0.53
ANKS1A,0.48
ANKS1B,0.44
ANKS3,0.43
ANKS4B,0.64
ANKS6,0.6
ANKZF1,0.45
ANLN,0.51
ANO10,0.46
ANO1,0.4
ANO2,0.44
ANO3,0.5
ANO4,0.54
ANO5,0.5
ANO6,0.49
ANO7,0.54
ANO8,0.43
ANO9,0.51
ANP32A,0.44
ANP32B,0.49
ANP32C,0.48
ANP32D,0.49
ANP32E,0.44
ANPEP,0.51
ANTXR1,0.45
ANTXR2,0.56
ANTXRL,0.41
ANUBL1,0.4
ANXA10,0.51
ANXA11,0.52
ANXA13,0.62
ANXA1,0.47
ANXA2P1,0.51
ANXA2P2,0.49
ANXA2P3,0.48
ANXA2,0.47
ANXA3,0.51
ANXA4,0.59
ANXA5,0.48
ANXA6,0.44
ANXA7,0.43
ANXA8L1,0.49
ANXA8L2,0.41
ANXA8,0.38
ANXA9,0.41
AOAH,0.57
AOC2,0.44
AOC3,0.47
AOX1,0.48
AOX2P,0.42
AP1AR,0.48
AP1B1,0.48
AP1G1,0.47
AP1G2,0.4
AP1M1,0.48
AP1M2,0.43
AP1S1,0.57
AP1S2,0.5
AP1S3,0.51
AP2A1,0.5
AP2A2,0.5
AP2B1,0.5
AP2M1,0.44
AP2S1,0.47
AP3B1,0.48
AP3B2,0.47
AP3D1,0.49
AP3M1,0.44
AP3M2,0.45
AP3S1,0.49
AP3S2,0.48
AP4B1,0.5
AP4E1,0.44
AP4M1,0.46
AP4S1,0.45
APAF1,0.53
APBA1,0.54
APBA2,0.49
APBA3,0.51
APBB1IP,0.5
APBB1,0.5
APBB2,0.45
APBB3,0.43
APC2,0.55
APCDD1L,0.44
APCDD1,0.53
APC,0.5
APCS,0.52
APEH,0.5
APEX1,0.44
APEX2,0.44
APH1A,0.42
APH1B,0.46
API5,0.46
APIP,0.49
APITD1,0.46
APLF,0.47
APLNR,0.53
APLN,0.57
APLP1,0.46
APLP2,0.49
APOA1BP,0.41
APOA1,0.47
APOA2,0.53
APOA4,0.56
APOA5,0.49
APOB48R,0.53
APOBEC1,0.61
APOBEC2,0.49
APOBEC3A,0.47
APOBEC3B,0.45
APOBEC3C,0.52
APOBEC3D,0.45
APOBEC3F,0.42
APOBEC3G,0.45
APOBEC3H,0.44
APOBEC4,0.52
APOB,0.54
APOC1P1,0.51
APOC1,0.47
APOC2,0.53
APOC3,0.51
APOC4,0.48
APOD,0.43
APOE,0.5
APOF,0.37
APOH,0.61
APOL1,0.48
APOL2,0.47
APOL3,0.45
APOL4,0.46
APOL5,0.47
APOL6,0.49
APOLD1,0.54
APOM,0.53
APOOL,0.5
APOO,0.47
APPBP2,0.44
APPL1,0.42
APPL2,0.52
APP,0.53
APRT,0.49
APTX,0.42
AQP10,0.5
AQP11,0.56
AQP12A,0.59
AQP12B,0.6
AQP1,0.51
AQP2,0.48
AQP3,0.45
AQP4,0.51
AQP5,0.43
AQP6,0.52
AQP7P1,0.52
AQP7P3,0.5
AQP7,0.49
AQP8,0.56
AQP9,0.54
AQPEP,0.46
AQR,0.44
ARAF,0.49
ARAP1,0.45
ARAP2,0.53
ARAP3,0.54
ARCN1,0.47
ARC,0.53
AREG,0.52
ARF1,0.42
ARF3,0.48
ARF4,0.44
ARF5,0.44
ARF6,0.43
ARFGAP1,0.45
ARFGAP2,0.42
ARFGAP3,0.46
ARFGEF1,0.44
ARFGEF2,0.47
ARFIP1,0.47
ARFIP2,0.41
ARFRP1,0.48
ARG1,0.54
ARG2,0.52
ARGFXP2,0.46
ARGFX,0.49
ARGLU1,0.46
ARHGAP10,0.46
ARHGAP11A,0.51
ARHGAP11B,0.51
ARHGAP12,0.49
ARHGAP15,0.48
ARHGAP17,0.47
ARHGAP18,0.55
ARHGAP19,0.42
ARHGAP1,0.44
ARHGAP20,0.48
ARHGAP21,0.53
ARHGAP22,0.49
ARHGAP23,0.49
ARHGAP24,0.49
ARHGAP25,0.47
ARHGAP26,0.59
ARHGAP27,0.57
ARHGAP28,0.43
ARHGAP29,0.42
ARHGAP30,0.46
ARHGAP31,0.5
ARHGAP32,0.47
ARHGAP33,0.45
ARHGAP36,0.5
ARHGAP39,0.45
ARHGAP42,0.56
ARHGAP4,0.52
ARHGAP5,0.49
ARHGAP6,0.56
ARHGAP8,0.41
ARHGAP9,0.49
ARHGDIA,0.51
ARHGDIB,0.4
ARHGDIG,0.56
ARHGEF10L,0.57
ARHGEF10,0.52
ARHGEF11,0.42
ARHGEF12,0.45
ARHGEF15,0.45
ARHGEF16,0.53
ARHGEF17,0.45
ARHGEF18,0.52
ARHGEF19,0.37
ARHGEF1,0.48
ARHGEF2,0.44
ARHGEF33,0.42
ARHGEF35,0.48
ARHGEF37,0.46
ARHGEF38,0.45
ARHGEF3,0.42
ARHGEF4,0.48
ARHGEF5,0.48
ARHGEF6,0.47
ARHGEF7,0.52
ARHGEF9,0.51
ARID1A,0.41
ARID1B,0.43
ARID2,0.4
ARID3A,0.52
ARID3B,0.5
ARID3C,0.53
ARID4A,0.45
ARID4B,0.36
ARID5A,0.45
ARID5B,0.45
ARIH1,0.42
ARIH2,0.46
ARL10,0.5
ARL11,0.5
ARL13A,0.49
ARL13B,0.45
ARL14,0.59
ARL15,0.49
ARL16,0.44
ARL17A,0.42
ARL17B,0.42
ARL1,0.43
ARL2BP,0.5
ARL2,0.53
ARL3,0.42
ARL4A,0.59
ARL4C,0.49
ARL4D,0.44
ARL5A,0.51
ARL5B,0.5
ARL5C,0.47
ARL6IP1,0.48
ARL6IP4,0.49
ARL6IP5,0.46
ARL6IP6,0.53
ARL6,0.46
ARL8A,0.41
ARL8B,0.41
ARL9,0.45
ARMC10,0.47
ARMC1,0.47
ARMC2,0.46
ARMC3,0.37
ARMC4,0.45
ARMC5,0.45
ARMC6,0.49
ARMC7,0.45
ARMC8,0.44
ARMC9,0.42
ARMCX1,0.42
ARMCX2,0.41
ARMCX3,0.45
ARMCX5,0.45
ARMCX6,0.41
ARMS2,0.51
ARNT2,0.45
ARNTL2,0.53
ARNTL,0.5
ARNT,0.4
ARPC1A,0.5
ARPC1B,0.5
ARPC2,0.49
ARPC3,0.44
ARPC4,0.48
ARPC5L,0.44
ARPC5,0.47
ARPM1,0.44
ARPP19,0.47
ARPP21,0.56
ARR3,0.5
ARRB1,0.47
ARRB2,0.54
ARRDC1,0.45
ARRDC2,0.48
ARRDC3,0.46
ARRDC4,0.56
ARRDC5,0.44
ARSA,0.45
ARSB,0.51
ARSD,0.43
AR,0.4
ARSE,0.61
ARSF,0.55
ARSG,0.4
ARSH,0.37
ARSI,0.46
ARSJ,0.55
ARSK,0.5
ART1,0.49
ART3,0.59
ART4,0.48
ART5,0.44
ARTN,0.42
ARV1,0.41
ARVCF,0.44
ARX,0.52
AS3MT,0.42
ASAH1,0.45
ASAH2B,0.49
ASAH2,0.49
ASAM,0.43
ASAP1IT1,0.48
ASAP1,0.47
ASAP2,0.53
ASAP3,0.4
ASB10,0.52
ASB11,0.52
ASB12,0.52
ASB13,0.45
ASB14,0.41
ASB15,0.46
ASB16,0.41
ASB17,0.52
ASB18,0.52
ASB1,0.52
ASB2,0.51
ASB3,0.45
ASB4,0.53
ASB5,0.6
ASB6,0.45
ASB7,0.44
ASB8,0.46
ASB9,0.55
ASCC1,0.46
ASCC2,0.42
ASCC3,0.48
ASCL1,0.49
ASCL2,0.52
ASCL3,0.48
ASCL4,0.41
ASF1A,0.43
ASF1B,0.5
ASFMR1,0.48
ASGR1,0.59
ASGR2,0.5
ASH1L,0.41
ASH2L,0.43
ASIP,0.51
ASL,0.59
ASMTL,0.48
ASMT,0.46
ASNA1,0.49
ASNSD1,0.47
ASNS,0.53
ASPA,0.53
ASPDH,0.56
ASPG,0.53
ASPHD1,0.58
ASPHD2,0.55
ASPH,0.48
ASPM,0.46
ASPN,0.41
ASPRV1,0.5
ASPSCR1,0.45
ASRGL1,0.55
ASS1,0.56
ASTE1,0.46
ASTL,0.41
ASTN1,0.46
ASTN2,0.48
ASXL1,0.45
ASXL2,0.5
ASXL3,0.57
ASZ1,0.49
ATAD1,0.46
ATAD2B,0.38
ATAD2,0.44
ATAD3A,0.5
ATAD3B,0.48
ATAD3C,0.41
ATAD5,0.47
ATCAY,0.62
ATE1,0.53
ATF1,0.48
ATF2,0.48
ATF3,0.51
ATF4,0.45
ATF5,0.42
ATF6B,0.43
ATF6,0.43
ATF7IP2,0.44
ATF7IP,0.44
ATF7,0.44
ATG10,0.46
ATG12,0.49
ATG16L1,0.47
ATG16L2,0.42
ATG2A,0.49
ATG2B,0.43
ATG3,0.5
ATG4A,0.46
ATG4B,0.47
ATG4C,0.51
ATG4D,0.49
ATG5,0.49
ATG7,0.44
ATG9A,0.5
ATG9B,0.47
ATHL1,0.42
ATIC,0.45
ATL1,0.49
ATL2,0.43
ATL3,0.45
ATMIN,0.43
ATM,0.44
ATN1,0.41
ATOH1,0.63
ATOH7,0.55
ATOH8,0.55
ATOX1,0.42
ATP10A,0.43
ATP10B,0.63
ATP10D,0.5
ATP11A,0.56
ATP11B,0.51
ATP11C,0.47
ATP12A,0.49
ATP13A1,0.44
ATP13A2,0.5
ATP13A3,0.48
ATP13A4,0.49
ATP13A5,0.4
ATP1A1,0.56
ATP1A2,0.55
ATP1A3,0.58
ATP1A4,0.37
ATP1B1,0.55
ATP1B2,0.52
ATP1B3,0.55
ATP1B4,0.53
ATP2A1,0.48
ATP2A2,0.52
ATP2A3,0.48
ATP2B1,0.51
ATP2B2,0.5
ATP2B3,0.55
ATP2B4,0.44
ATP2C1,0.44
ATP2C2,0.51
ATP4A,0.47
ATP4B,0.51
ATP5A1,0.49
ATP5B,0.57
ATP5C1,0.49
ATP5D,0.57
ATP5EP2,0.5
ATP5E,0.44
ATP5F1,0.54
ATP5G1,0.54
ATP5G2,0.44
ATP5G3,0.56
ATP5H,0.46
ATP5I,0.5
ATP5J2,0.51
ATP5J,0.48
ATP5L2,0.5
ATP5L,0.48
ATP5O,0.51
ATP5SL,0.5
ATP5S,0.49
ATP6AP1L,0.41
ATP6AP1,0.42
ATP6AP2,0.44
ATP6V0A1,0.53
ATP6V0A2,0.5
ATP6V0A4,0.38
ATP6V0B,0.46
ATP6V0C,0.49
ATP6V0D1,0.52
ATP6V0D2,0.51
ATP6V0E1,0.45
ATP6V0E2,0.44
ATP6V1A,0.45
ATP6V1B1,0.35
ATP6V1B2,0.53
ATP6V1C1,0.44
ATP6V1C2,0.49
ATP6V1D,0.46
ATP6V1E1,0.46
ATP6V1E2,0.43
ATP6V1F,0.49
ATP6V1G1,0.39
ATP6V1G2,0.45
ATP6V1G3,0.48
ATP6V1H,0.43
ATP7A,0.43
ATP7B,0.51
ATP8A1,0.56
ATP8A2,0.44
ATP8B1,0.48
ATP8B2,0.42
ATP8B3,0.44
ATP8B4,0.5
ATP8B5P,0.38
ATP9A,0.51
ATP9B,0.46
ATPAF1,0.48
ATPAF2,0.47
ATPBD4,0.52
ATPIF1,0.49
ATRIP,0.39
ATRNL1,0.48
ATRN,0.43
ATR,0.41
ATRX,0.43
ATXN10,0.42
ATXN1L,0.49
ATXN1,0.44
ATXN2L,0.44
ATXN2,0.45
ATXN3L,0.5
ATXN3,0.4
ATXN7L1,0.47
ATXN7L2,0.47
ATXN7L3B,0.44
ATXN7L3,0.42
ATXN7,0.43
ATXN8OS,0.49
AUH,0.51
AUP1,0.47
AURKAIP1,0.5
AURKAPS1,0.45
AURKA,0.51
AURKB,0.51
AURKC,0.45
AUTS2,0.45
AVEN,0.51
AVIL,0.5
AVL9,0.52
AVPI1,0.52
AVPR1A,0.45
AVPR1B,0.53
AVPR2,0.44
AVP,0.5
AWAT1,0.45
AWAT2,0.42
AXIN1,0.47
AXIN2,0.55
AXL,0.48
AZGP1,0.44
AZI1,0.41
AZI2,0.43
AZIN1,0.45
AZU1,0.41
B2M,0.54
B3GALNT1,0.44
B3GALNT2,0.4
B3GALT1,0.58
B3GALT2,0.61
B3GALT4,0.45
B3GALT5,0.52
B3GALT6,0.4
B3GALTL,0.5
B3GAT1,0.5
B3GAT2,0.49
B3GAT3,0.45
B3GNT1,0.54
B3GNT2,0.44
B3GNT3,0.57
B3GNT4,0.52
B3GNT5,0.58
B3GNT6,0.6
B3GNT7,0.52
B3GNT8,0.52
B3GNT9,0.47
B3GNTL1,0.46
B4GALNT1,0.52
B4GALNT2,0.52
B4GALNT3,0.48
B4GALNT4,0.41
B4GALT1,0.38
B4GALT2,0.44
B4GALT3,0.39
B4GALT4,0.52
B4GALT5,0.55
B4GALT6,0.57
B4GALT7,0.48
B9D1,0.48
B9D2,0.5
BAALC,0.5
BAAT,0.56
BACE1,0.5
BACE2,0.53
BACH1,0.5
BACH2,0.43
BAD,0.47
BAG1,0.46
BAG2,0.48
BAG3,0.42
BAG4,0.46
BAG5,0.45
BAGE2,0.45
BAGE,0.48
BAHCC1,0.48
BAHD1,0.45
BAI1,0.47
BAI2,0.43
BAI3,0.55
